title,time,href,passage
美妆巨头为何用300多次试验做全塑泵头？,2025/06/06 17:33,https://cn.technode.com/post/2025-06-06/loreal-2025esg/,"在消费科技领域，可持续转型正经历关键跃迁：从道德绑架式的责任说教，升级为体验驱动的价值重构。当低碳选择成为用户“不想放弃的便利”而非“必须忍受的牺牲”，绿色消费才真正跨越鸿沟。这标志着行业步入新阶段：可持续创新不是成本，而是体验竞争力本身。
在第三届上海国际碳中和技术、产品与成果博览会上，动点科技记者被欧莱雅巨型的洗发水模型吸引了眼球，其后我们通过了解布展思路，对话高管，弄明白了欧莱雅到底在做什么。
产品先行
环保责任与消费体验不是二元对立。早在2020年，欧莱雅集团就启动了替换芯战略，通过产品设计的微创新实现环保价值提升。
上文中提到的非常醒目的大模型，是巴黎欧莱雅的玻尿酸空气感洗发露外包装模型，这款产品由欧莱雅中国研发和创新中心打造，其全塑泵头历经300余次反复按压测试研制成功。全塑泵头的核心突破在于：摒弃了传统泵头中的金属弹簧，采用单一材料设计，使整体包装无需复杂拆解即可轻松回收。
这样的例子还有很多，据展位工作人员介绍，兰蔻菁纯面霜的一瓶成品和一瓶替换装，相较于两瓶成品可以减重38%；科颜氏高保湿面霜的一瓶成品和一个袋换装，相较于两瓶成品能够减重42%；如果购买替换装，消费者无需重建消费习惯，只需在补货时选择替换芯，便能通过点滴积累推动生态正向循环。
跨界合作
在该博览会开幕式现场，欧莱雅还官宣了一些生态破圈的合作。
首先，欧莱雅将启动为期5年、注资达1亿欧元的“可持续创新加速器”计划。这一全新战略举措将助力其精准识别、快速试点并规模化推广应对行业持续挑战所需的绿色解决方案。欧莱雅将积极寻找并支持在以下重点领域拥有可试点成熟解决方案的初创企业、中小型企业及成熟创新企业：低碳解决方案、替代成分、消除化石塑料使用与塑料废弃物、环境友善工艺、水系统韧性、基于自然的解决方案及包容性商业模式等领域。
欧莱雅北亚及中国首席可持续发展官朴智鲜告诉动点科技记者：“从重点内容来看，我们仍然需要围绕四大支柱展开讨论。我们之前提到的四大支柱，首先是引领气候转型，气候转型是一个方面，其次守护自然资源，例如水资源，最后是促进循环利用和赋能社区发展。在这四大支柱下，如果有企业在这方面有好的技术、产品和点子，我们就可以合作。具体来讲，例如低碳解决方案、替代性原材料或者成分，我们会保证。我们不能为了可持续而降低产品功效，我们要保证好功效的同时又保护自然。”
开幕式上，朴智鲜以两家创新企业为例，透露了欧莱雅在可持续方面看好的一些技术应用。其中，杉海创新的强项在超分子智能组装技术，该技术主要在原材料和配方方面驱动创新，同时能降低成本和提升效率，实现降本增效。
另一家是未名拾光，它是一家从事生物合成的技术公司。“众所周知，生物合成对于有效活动成分等非常重要，我们可以将其优化，对美妆产品也有非常令人惊艳的应用。我们的原材料和工厂废弃物都可以采用生物合成方式进行回收再利用。”朴智鲜如是告诉记者。
值得一提的是，欧莱雅与京东计划率先在美妆行业内建立京东首个“美妆环境友好产品”标识，涵盖绿色包装、绿色制造等来自国内外的标准及体系。未来，通过购买拥有标识的美妆产品、选择无礼盒包装或参与空瓶回收等可持续行为，消费者可获得青绿专属积分用于权益兑换。依托京东“青绿计划”扩大覆盖，该激励机制将促进消费者行为转化，成为探索如何有效引导美妆可持续消费行为的关键尝试。
结语
消费行业的可持续转型近年来被频繁提及。和几年前不同的是，环保不再意味着体验的妥协，而是通过设计巧思和商业闭环无缝融入日常秩序。这不仅是包装减重或碳排数字的游戏，更是企业以“用户无感”的方式，将地球责任编织进产品生命周期的系统能力。未来消费科技的较量，或许不再只是比谁更懂需求，更是比谁能在满足需求时，给地球更小的伤害。
欧莱雅 美妆科技"
title,time,href,passage
中国电信澳门：全澳 3G 网络已正式退场,2025/06/06 16:11,https://cn.technode.com/post/2025-06-06/china-telecom-macau-3g-network-in-macau-has-officially-been-withdrawn/,"中国电信澳门日前宣布，澳门 3G 服务已经于 6 月 5 日凌晨起正式停止使用。澳门特区的 3G 服务于 2008 年推出，中国电信在此基础上分别于 2015 年 11 月和 2022 年 12 月推出了 4G 和 5G 服务。
中国电信提醒澳门居民，为确保 3G 网络关闭后仍拥有稳定的通讯服务，用户需检查自己使用的设备是否支持 4G / 5G，以及在设备上开启 VoLTE 通话功能。
另一方面，中国移动香港也在今年早些时候宣布将于 2025 年 6 月 30 日 0 时终止提供 3G 服务，以聚焦资源推动 5G 与网络技术发展。
3G 中国电信 澳门"
title,time,href,passage
2025 年了，为什么我们还在为“任天堂能语音聊天”感动？,2025/06/06 13:28,https://cn.technode.com/post/2025-06-06/gamechat-voice-chat-history-nintendo-switch-2/,"任天堂 Switch 2 的一大重点功能是 GameChat。只要支付 Switch Online 会费（目前首年免费），该系统就能让玩家通过语音和视频聊天进行交流，并彼此分享游戏直播画面。
那些认真对待在线游戏的玩家，多年来一直在通过类似 Discord 和 Steam 这样的服务来语音/视频聊天与分享游戏直播画面。过去二十年来，任天堂自身在语音和视频聊天方面的解决方案一直都不够完善且属于试验性质，而 GameChat 的出现是一个信号，表明该公司终于开始认真对待语音和视频聊天了。
这并不是因为任天堂没有尝试过。早在 2006 年，任天堂就通过 Nintendo Wi-Fi Connection 服务在其一些游戏中引入了语音聊天功能。但与 GameChat 不同的是，任天堂过去常常是针对每款游戏单独处理语音和视频聊天功能，或者将聊天功能移交外部应用程序。
但正如任天堂负责监督 Switch 2 内置功能开发的小野澄一 (Sumikazu Ono) 在任天堂官网的问答中所述，GameChat 的目标是“无需设置”。
“游戏中的语音或视频聊天通常需要一些额外的设备设置工作，”任天堂的田村吉孝（Yoshitaka Tamura）在同一次问答中解释道。“但 Switch 2 配备了内置麦克风，所以你可以很轻松地使用语音聊天功能。另外，单独售卖的 Nintendo Switch 2 摄像头使用起来也很简单，设置也不太复杂。”
这与任天堂最初处理语音聊天的方式大相径庭。当任天堂在《银河战士 Prime 猎人》《宝可梦 钻石/珍珠》以及《高级战争：Days of Ruin》等游戏中加入聊天功能时，玩家需要输入一串 12 位数朋友码将其他玩家添加到好友列表中，才能与他们聊天。这些任天堂 DS 游戏中的语音聊天功能仅限于某些模式，操作笨拙，而且音质很差。
Wii Speak
后来，任天堂为 Wii 开发了一种专有麦克风，名为“Wii Speak”，约有十几款游戏支持它，包括《动物森友会 城市大家庭》和《怪物猎人 3》。任天堂甚至还为该主机创建了专用 Wii Speak 频道，但聊天功能仅限于那些彼此共享了朋友码的玩家。
任天堂在 Wii U 上再次尝试了语音聊天功能，推出了 Wii U Chat，该功能利用了系统自带的 GamePad，后者配备了内置摄像头和麦克风。Wii U Chat 虽然功能有限，但包含了一个有趣点：用户可以在屏幕上绘图，与通话另一端的人分享信息。（Wii U Chat 于 2017 年随 MiiVerse 一同关闭。）
推荐：任天堂 Switch 2 的 GameChat：不只是游戏，更是一场重聚
对于 Switch，任天堂决定让一款智能手机应用来处理语音聊天功能。同样，该功能仅在特定游戏中得到支持，而且任天堂的解决方案并不完美。许多用户选择不使用任天堂的应用，而是继续使用现有的通讯应用，如 YY 语音、微信语音、Discord 来语音聊天。
任天堂在在线互动方面谨慎态度的最新例证，是其通过 Switch 在线应用实现语音聊天。任天堂还推出了一款家长控制应用，让家长控制游戏时间以及孩子是否可以使用语音聊天等功能。家长控制应用可以让家长逐一批准孩子可以与谁进行 GameChat。
鉴于任天堂正在更广泛地在系统层面为 Switch 2 实现在线互动功能，该公司似乎终于对在线互动稍微放松了一些。这很可能反映了视频聊天已经变得多么普遍——尤其是 GameChat 的开发始于 2020 年，即疫情高峰期，当时一众视频聊天软件成为了朋友和公司之间交流首选方式。由于现有任天堂账户已经被数千万玩家使用多年，因此在任天堂游戏机上进行语音和视频聊天将比以往任何时候都更加容易。任天堂还专门为此设计了一颗按钮（“C”键）。
对于那些像任天堂过去二十年一样谨慎的 Switch 2 用户，任天堂 EPD 编程管理组的高级总监土田拓宽（Takuhiro Dohta）此前在一次采访中的表示：“你不会发现自己处于与陌生人聊天的境地。而且关于好友列表，你可以从 Switch 导入，这样你就可以进行一些微调，调整[用户]，因为肯定会有人喜欢聊天，也有人不喜欢聊天。”
尽管任天堂语音聊天功能的弊端在多代主机上都显而易见（且常常令人沮丧），但 Switch 2 似乎已经在很大程度上解决了这个问题。不过，GameChat 的免费使用时间有限。如果你不想付费与朋友聊天，建议你在手机上安装 Nintendo Switch Online 应用（更新后已更名为Nintendo Switch App）。
GAMECHAT SWITCH 2 任天堂"
title,time,href,passage
lululemon2025财年一季度全球业务净营收同比增长7%，达24亿美元,2025/06/06 11:17,https://cn.technode.com/post/2025-06-06/lululemon2025q1/,"今日，lululemon发布了2025财年第一季度财报。在第一季度，公司全球净营收同比增长7%至24亿美元，其中国际业务净营收增长19%。
具体至中国大陆市场，2025财年第一季度，中国大陆业务净营收同比增长21%，在固定美元基础上，净营收同比增长22%。
lululemon首席执行官Calvin McDonald在财报电话会议中指出，展望未来，我们在瑜伽、跑步、训练、高尔夫和网球五大领域具有巨大增长机遇，并致力于成为这些领域中客人们的首选品牌。
lululemon预计2025财年第二季度净营收将在25.35亿美元至25.60亿美元之间，增长约7%至8%。对于2025财年，lululemon预计净营收将在111.50亿美元至113.00亿美元之间，增长约5%至7%；若不计入2025年第53周，则增长约为7%至8%。
LULULEMON"
title,time,href,passage
《黑神话：悟空》PS5 国行版将于 6 月 18 日发售，Xbox Series 版同场加映,2025/06/06 10:12,https://cn.technode.com/post/2025-06-06/black-myth-wukong-ps5-china-version-xbox-series-x-s/,"各位热爱主机游戏的朋友，相信你们早就通关了《黑神话：悟空》。但你身边肯定还有人没玩过。游戏科学今天宣布，《黑神话：悟空》将于 8 月 20 日（正好是发售一周年的日子）正式登陆 Xbox Series X|S，北京时间 6 月 18 日 0 时起，即可通过各地区的微软商店预购游戏。
同时，《黑神话：悟空》的 PS5 国行版将于 6 月 18 日正式发售。除数字版外，实体版有徽章版和铁盒版两种规格，将于 618 同步上架各大电商平台及线下实体店。
悟空 黑神话"
